b bgt,box_x,box_y,box_z,f_sweep_start,f_sweep_stop,detuning_hz_sim_result,Q_sim_result,use_PLL,PLL_filter_BW_cycles,f_sweep_rate,orientation,periodic_bc,particle_dia,force_amp,grav_y,num_damping,damp_gravity,num_damp_fix,time_step,ball_gen_method,settled_packing,seed,packing_factor_bg8,verlet_dist,q_Factor,beam_length,beam_height,pocket_height,pocket_len,pocketLoc1,pocketLoc2,pocketLoc2_Y,mode_num,modal_method,beam_kappa,beam_young,solution_method,q_guess,force_method,base_excitation,distribution,restitution_coeff,cn,beta_n,wall_frict_angle,sphere_frict_angle,include_vel_scale,young_mod,poisson,normalCohesion,n_windows_per_pocket,sidewall_frict,Mindlin_Type,eta_roll,roll_frict,timestep_val,StokesDrag,BottomWallKFactor,DMT_gamma,DMT_cutoff,comment,,,,,,,,,,,,,,,,,,
965,0.00025,0.0013,0.00025,2800.553,2800.553,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
966,0.00035,0.00065,0.00035,709.76,709.76,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rerun,of,597,with,14x14,box,,,,,,,,,,,,,
967,0.00025,0.0013,0.00025,2775,2775,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
968,0.00025,0.0013,0.00025,1000.187,1000.187,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
969,0.00025,0.0013,0.00025,1000.187,1000.187,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
970,0.00025,0.0013,0.00025,2800.553,2800.553,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
971,0.00035,0.00065,0.00035,709.76,709.76,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
972,0.00035,0.00065,0.00035,1987.36,1987.36,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
973,0.00035,0.00065,0.00035,2012.6,2012.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0.001,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,-2,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
974,0.00035,0.00065,0.00035,2012.6,2012.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,-2,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
975,0.00035,0.00065,0.00035,2012.6,2012.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,0.000000025,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,-2,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
976,0.00035,0.00065,0.00035,2012.6,2012.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,0.00000001,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,-2,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
977,0.00035,0.00065,0.00035,1972.71,1972.71,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.62126,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
978,0.00035,0.00065,0.00035,1976.91,1976.91,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.62126,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
979,0.00025,0.0013,0.00025,994.187,994.187,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
980,0.00025,0.0013,0.00025,2786,2786,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.60525,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
981,0.00025,0.0013,0.00025,2786,2786,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
982,0.00035,0.00065,0.00035,1966.71,1966.71,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.62126,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
983,0.00035,0.00065,0.00035,1966.91,1966.91,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.62126,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
984,0.00025,0.0013,0.00025,996.787,996.787,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
985,0.00025,0.0013,0.00025,2791,2791,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.60525,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
986,0.00025,0.0013,0.00025,2791,2791,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
987,0.00025,0.0013,0.00025,996.787,996.787,2.554,141.81,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
988,0.00025,0.0013,0.00025,2800.553,2800.553,-5.0014,101.06,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
989,0.00025,0.0013,0.00025,2800.553,2800.553,-3.8337,109.96,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
990,0.00035,0.00065,0.00035,709.76,709.76,-0.94467,147.73,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rerun,of,597,with,14x14,box,,,,,,,,,,,,,
991,0.00025,0.0013,0.00025,2791,2791,5.6423,63.396,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
992,0.00025,0.0013,0.00025,1000.187,1000.187,-0.076304,212.39,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
993,0.00025,0.0013,0.00025,1000.187,1000.187,-0.17981,162.72,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
994,0.00025,0.0013,0.00025,2800.553,2800.553,-0.41186,182.06,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
995,0.00035,0.00065,0.00035,709.76,709.76,-0.48701,203.98,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
996,0.00035,0.00065,0.00035,1987.36,1987.36,0.31241,268.03,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
997,0.00035,0.00065,0.00035,1987.36,1987.36,0.49412,256.39,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
998,0.00025,0.0013,0.00025,891.5533964,891.5533964,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
999,0.00025,0.0013,0.00025,2504.890753,2504.890753,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1000,0.00025,0.0013,0.00025,2504.890753,2504.890753,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1001,0.00035,0.00065,0.00035,634.8286431,634.8286431,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rerun,of,597,with,14x14,box,,,,,,,,,,,,,
1002,0.00025,0.0013,0.00025,2496.34629,2496.34629,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
1003,0.00025,0.0013,0.00025,894.5944489,894.5944489,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1004,0.00025,0.0013,0.00025,894.5944489,894.5944489,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1005,0.00025,0.0013,0.00025,2504.890753,2504.890753,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1006,0.00035,0.00065,0.00035,634.8286431,634.8286431,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,160000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1007,0.00035,0.00065,0.00035,1777.548822,1777.548822,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,160000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1008,0.00035,0.00065,0.00035,1777.548822,1777.548822,0,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,160000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
1009,0.00025,0.0013,0.00025,1013,1013,2.6,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1010,0.00025,0.0013,0.00025,2811,2811,-3.9696,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1011,0.00025,0.0013,0.00025,2807,2807,-4.5711,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1012,0.00035,0.00065,0.00035,715.4,715.4,-0.9,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rerun,of,597,with,14x14,box,,,,,,,,,,,,,
1013,0.00025,0.0013,0.00025,2841,2841,-3.3732,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
1014,0.00025,0.0013,0.00025,1002,1002,-0.0724,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1015,0.00025,0.0013,0.00025,1003,1003,-0.16,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1016,0.00025,0.0013,0.00025,2766,2766,-0.0859,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1017,0.00035,0.00065,0.00035,712.5,712.5,-0.4106,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1018,0.00035,0.00065,0.00035,2004,2004,0.3439,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,ansys,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1019,0.00035,0.00065,0.00035,2013,2013,0.5006,0,0,10,0,0,7,0.000025,0,-9.81,0.002,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,ansys,0,200000000000,1,0,2,0.5,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,"Re-run of 704, amplitude + packing sensitivity",,,,,,,,,,,,,,,,,,
1020,0.00025,0.0013,0.00025,1013,1013,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1021,0.00025,0.0013,0.00025,2811,2811,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1022,0.00025,0.0013,0.00025,2807,2807,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,June,19th,sine,dwell,baseline,+,top/bot,wall,friction,,,,,,,,,,
1023,0.00035,0.00065,0.00035,715.4,715.4,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61376,-0.1,600,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rerun,of,597,with,14x14,box,,,,,,,,,,,,,
1024,0.00025,0.0013,0.00025,2841,2841,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,2000000,0.7,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
1025,0.00025,0.0013,0.00025,1002,1002,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1026,0.00025,0.0013,0.00025,1003,1003,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
1027,0.00025,0.0013,0.00025,2766,2766,0,0,0,10,0,0,7,0.000025,0,-9.81,0,1,0,-1,8,,1,0.61275,-0.1,600,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,ansys,0,200000000000,1,0,2,0.1,normal,0,0,0,0.25,0.25,0,20000000,0.7,0,1,0,0,0,0,0,0,1,0,0,rebaseline,medium,KE,locations,,,,,,,,,,,,,,,
